url,nivel,status_code,tipo_conteudo,status_code_http,tipo_conteudo_http,title,description,canonical,crawler_method,crawler_version,analise_timestamp
https://ccgsaude.com.br/medicina-preventiva/casos-alta-complexidade,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,CASE - Casos de Alta Complexidade | Hapvida,,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/medicina-preventiva/oncologia,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Programa de Oncologia | Hapvida,,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/boleto,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Segunda via de Boleto | Hapvida,Segunda via de Boleto,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/area-cliente,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Área do cliente | Hapvida,"No Portal do Cliente você consulta a rede credenciada, emite segunda via de boleto, agenda consultas e tem acesso a inúmeros outros documentos e informações.",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/planos/para-empresas,1,200,text/html; charset=UTF-8,,"HTTPSConnectionPool(host='ccgsaude.com.br', port=443): Read timed out. (read timeout=10)",O Melhor Plano de Saúde Empresarial | Hapvida,O bem-estar dos seus colaboradores começa com decisões inteligentes. Escolha entre diversas opções de Planos de Saúde que se adaptam ao seu negócio.,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/area-empresa,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Área da empresa | Hapvida,,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/quem-somos,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Conheça quem somos e saiba mais do CCG Saúde | Hapvida,"Conheça quem somos e o que representamos. Saiba mais sobre nossa missão, visão e valores e como estamos comprometidos em fornecer cuidados de saúde excepcionais",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/responsabilidade-social,1,200,text/html; charset=UTF-8,,"HTTPSConnectionPool(host='ccgsaude.com.br', port=443): Read timed out. (read timeout=10)",Planos de Saúde e Odontológicos no Rio Grande do Sul | Hapvida,"O Centro Clínico Gaúcho agora é CCG Saúde, + completo para cuidar da sua saúde de forma preventiva. Conheça os planos e serviços para você ou para empresas",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/area-atuacao,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Onde estamos: conheça a área de atuação | Hapvida,O CCG está presente em todo o território gaúcho. Confira nossa área de atuação e descubra as clínicas e médicos mais próximos de você.,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/historia,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Conheça mais sobre a história do CCG Saúde | Hapvida,A história do CCG Saúde é uma jornada de compromisso com o cuidado e bem-estar dos pacientes. Conheça mais sobre nossa trajetória e como continuamos a evoluir.,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/codigo-conduta,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Código de Conduta Ética | Hapvida,Código de Conduta Ética: o jeito CCG de agir e atuar em todas as relações,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/fique-por-dentro,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Fique por Dentro: notícias e informativos sobre saúde | Hapvida,Fique por dentro das notícias e informativos sobre saúde e sobre o CCG. Confira as últimas novidades!,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/novidades,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Novidades Exclusivas: Fique por Dentro | Hapvida,"Esteja sempre à frente, descubra serviços e atualizações em primeira mão do CCG Saúde. Acompanhe nossa evolução constante em busca da excelência para você.",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/informativos,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Informativos: Descubra mais sobre a CCG Saúde | Hapvida,"Tenha todas as informações que você precisa sobre o CCG Saúde em apenas um clique, 
            acompanhe de perto o caminho até a excelência.",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/compliance,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Visão Geral - Hapvida RI,Relações com Investidores,https://ri.hapvida.com.br/governanca-corporativa/visao-geral/,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/demonstrativos-financeiros,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Confira: Relatórios e Demonstrativos Financeiros | Hapvida,Nossos relatórios e demonstrativos financeiros oferecem uma visão transparente. Acesse-os para entender como fornecemos cuidados de saúde de alta qualidade.,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/ouvidoria,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Ouvidoria | Hapvida,Os demonstrativos financeiros são auditados para garantir a veracidade dos dados,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/lgpd,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Lei Geral de Proteção de Dados (LGPD) | Hapvida,CCG Saúde cumpre com rigor as normas estabelecidas pelos órgãos reguladores.,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/portabilidade,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Portabilidade de plano: Entenda e Saiba Mais!  | Hapvida,Facilitamos a portabilidade do seu plano de saúde. Descubra com o CCG Saúde como podemos tornar a transição suave e sem complicações para você!,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/rn-309,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,RN 309 | Hapvida,Reajuste para o agrupamento de contratos coletivos,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/tuss,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,TUSS | Hapvida,Confira a tabela de procedimentos com a terminologia única de sáude suplementar.,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/idss,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,IDSS | Hapvida,Resultados do IDSS,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/legislacao,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Conheça e Saiba Mais sobre as legislações | Hapvida,Entenda melhor as leis e regulamentos que regem nossos serviços de saúde. Nós nos esforçamos para fornecer informações claras e compreensíveis para ajudá-los!,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/contratos,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Contratos - Pessoa Física e Pessoa Jurídica | Hapvida,Contratos - Pessoa Física e Pessoa Jurídica,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/pesquisa-de-satisfacao,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Pesquisa de Satisfação | Hapvida,Pesquisa de Satisfação de Beneficiários.,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/rol-procedimentos,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Rol de Procedimentos e Eventos em Saúde | Hapvida,,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/portalcorretor,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Portal corretor CCG Saúde - Mais de 20 clínicas próprias | Hapvida,"Venda planos de saúde com alto comissionamento, central de apoio ao corretor e programas de qualificação para você crescer cada vez mais com a CCG.",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/area-credenciado,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Área do credenciado | Hapvida,"É credenciado do CCG? Confira informações importantes, esclareça dúvidas, atualize seus dados e tenha acesso ao Portal do Credenciado.",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/fale-conosco,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Fale conosco | Hapvida,Fale conosco: saiba como entrar em contato com o CCG Saúde. Acesse!,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/perguntas-frequentes,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Perguntas Frequentes: Saiba Mais!  | Hapvida,Está com dúvidas sobre nossos serviços? Nossa seção de perguntas frequentes fornece respostas rápidas para suas perguntas mais comuns! Aqui no CCG Saúde,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/medicina-de-valor,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Planos de Saúde e Odontológicos no Rio Grande do Sul | Hapvida,"O Centro Clínico Gaúcho agora é CCG Saúde, + completo para cuidar da sua saúde de forma preventiva. Conheça os planos e serviços para você ou para empresas",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/novidades/servicos-no-whatsapp-para-clientes-super-simples-e-pme,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Novidades: Serviços no Whatsapp para clientes Super Simples e PME | Hapvida,"Você que é cliente Super Simples e PME pode acessar os serviços do seu plano de saúde de forma prática e rápida através do Whatsapp. Para acessar os serviços e informações, basta enviar uma mensagem para o número  0800 710 5020 (WhatsApp) fazer o processo de identificação e continuar o atendimento com a nossa assistente virtual.",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/novidades/central-de-servicos-online-hapvida-porto-alegre,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Novidades: Central de Serviços Online | Hapvida Porto Alegre | Hapvida,"Facilidades com o seu plano de saúde, sem sair de casa.",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/informativos/entenda-sobre-a-meningite-c,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Informativos: Entenda sobre a Meningite C | Hapvida,"Saiba sobre os riscos, sintomas e prevenção da doença",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/informativos/fique-atento-aos-boletos-falsos,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Informativos: Fique atento aos boletos falsos | Hapvida,Confira algumas dicas,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/politica-privacidade,1,200,text/html;charset=UTF-8,200.0,text/html;charset=UTF-8,Portal da Privacidade l Seus dados protegidos | Hapvida - Hapvida - NDI,Saiba como a Hapvida protege seus dados com transparência e segurança. Acesse o Portal da Privacidade e conheça seus direitos. Veja mais acessando o site!,https://www2.hapvida.com.br/portal-da-privacidade,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/justificativa,1,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Planos de Saúde e Odontológicos no Rio Grande do Sul | Hapvida,"O Centro Clínico Gaúcho agora é CCG Saúde, + completo para cuidar da sua saúde de forma preventiva. Conheça os planos e serviços para você ou para empresas",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/laboratorio-marques-dalmeida,2,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Nosso Parceiro: Laboratório Marques D’Almeida | Hapvida,Saiba mais sobre nossa parceria de longa data com o Laboratório Marques D’Almeida. Juntos estamos prontos para apresentar conforto e qualidade de serviços.,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/inteligencia-ccg,2,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Inteligência CCG para empresas clientes | Hapvida,A inteligência CCG é uma plataforma de alta performance em saúde. São disponibilizados painéis de indicadores que apoiam as decisões das empresas clientes.,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/auditoria-contas-medicas,2,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Planos de Saúde e Odontológicos no Rio Grande do Sul | Hapvida,"O Centro Clínico Gaúcho agora é CCG Saúde, + completo para cuidar da sua saúde de forma preventiva. Conheça os planos e serviços para você ou para empresas",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/atualizacoes-rede-credenciada,2,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Saiba sobre as Atualizações da Rede Credenciada | Hapvida,Mantenha-se atualizado sobre as últimas adições à nossa rede credenciada. Confira regularmente para descobrir novos profissionais de saúde e laboratórios!,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/rn-565,2,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,RN 565 | Hapvida,Reajuste para o agrupamento de contratos coletivos,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/trabalhe-conosco,2,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Trabalhe Conosco | Hapvida,Para trabalhar no CCG você deve priorizar a saúde e o bem-estar de todos.,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/novidades/vacinacao-contra-a-gripe-proteja-voce-e-quem-voce-ama,2,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Novidades: Vacinação contra a gripe: proteja você e quem você ama! | Hapvida,"A gripe é uma infecção respiratória altamente contagiosa, que pode causar sintomas como febre, tosse, dor de garganta, dor de cabeça, cansaço e dificuldades respiratórias.",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/novidades/teleconsulta-de-urgencia-hapvida,2,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Novidades: Teleconsulta de Urgência Hapvida | Hapvida,"Com poucos cliques, você acessa um atendimento médico de qualidade
e acolhedor, direto do seu celular ou computador com segurança, agilidade
e o cuidado que você merece.",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/novidades/alteracao-de-endereco-da-matriz-e-operadora-ccg-centro-clinico-gaucho,2,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Novidades: Alteração de Endereço da Matriz e Operadora CCG - Centro Clínico Gaúcho | Hapvida,"Prezados Credenciados, Informamos que, com o objetivo de aprimorar nossas operações e impulsionar o crescimento contínuo da companhia",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/informativos/indice-de-desempenho-da-saude-suplementar-2024-ano-base-2023,2,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Informativos: Índice de Desempenho da Saúde Suplementar – 2024 (ano base 2023) | Hapvida,Confira abaixo o desempenho da Centro Clínico Gaúcho com resultado geral e separado por dimensões:,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/informativos/biometria-sua-saude-com-inovacao-e-seguranca,2,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Informativos: BIOMETRIA: Sua saúde com inovação e segurança | Hapvida,Saiba mais sobre o cadastro biométrico,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/informativos/confira-o-horario-de-atendimento-das-unidades-no-feriado,2,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Informativos: Confira o horário de atendimento das unidades no feriado | Hapvida,Confira como será o funcionamento no dia 01 de maio,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/novidades/endereco-da-matriz-ccg-centro-clinico-gaucho,2,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Novidades: Endereço da Matriz CCG - Centro Clínico Gaúcho | Hapvida,"Prezados Clientes, Informamos que, com o objetivo de aprimorar nossas operações e promover o crescimento contínuo da companhia",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/novidades/alteracao-de-endereco-da-matriz-ccg-centro-clinico-gaucho,2,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Novidades: Alteração de Endereço da Matriz CCG - Centro Clínico Gaúcho | Hapvida,"Prezados Corretores, Informamos que, com o objetivo de aprimorar nossas operações e promover o crescimento contínuo da companhia",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/novidades/mudanca-de-endereco-da-matriz-ccg-centro-clinico-gaucho,2,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Novidades: Mudança de Endereço da Matriz CCG - Centro Clínico Gaúcho | Hapvida,"Prezados Parceiros,  Gostaríamos de informá-los que, com o objetivo de aprimorar nossas operações e promover o crescimento contínuo da companhia, a partir de 23 de maio",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/novidades/sinal-de-vida-conheca-a-nova-campanha-institucional-da-hapvida,2,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Novidades: Sinal de vida: Conheça a nova campanha institucional da Hapvida | Hapvida,"A Hapvida lançou sua nova campanha institucional “Sinal de Vida”, que marca um novo capítulo em nossa trajetória",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/novidades/ela-conheca-a-linha-de-cuidado-feita-especialmente-para-a-mulher,2,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Novidades: +Ela: Conheça a linha de cuidado feita especialmente para a mulher | Hapvida,"Pensando na saúde da mulher em todas as fases da vida a Hapvida oferece o +Ela, uma linha de cuidado desenvolvida especialmente 
para transformar a rotina da saúde feminina.",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/novidades/imposto-de-renda-o-demonstrativo-referente-a-2024-ja-esta-disponivel,2,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Novidades: Imposto de Renda - O demonstrativo referente a 2024 já está disponível | Hapvida,O demonstrativo referente a 2024 já está disponível,,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/novidades/demonstrativo-do-imposto-de-renda-2024-empresa,2,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Novidades: Demonstrativo do Imposto de Renda 2024 - Empresa | Hapvida,"Prezado(a) cliente, 

Informamos que o Demonstrativo do Imposto de Renda 2024 já está disponível e pode ser acessado por meio do Portal Empresa.",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/novidades?page=2,2,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Novidades Exclusivas: Fique por Dentro | Hapvida,"Esteja sempre à frente, descubra serviços e atualizações em primeira mão do CCG Saúde. Acompanhe nossa evolução constante em busca da excelência para você.",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/novidades?page=3,2,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Novidades Exclusivas: Fique por Dentro | Hapvida,"Esteja sempre à frente, descubra serviços e atualizações em primeira mão do CCG Saúde. Acompanhe nossa evolução constante em busca da excelência para você.",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/novidades?page=4,2,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Novidades Exclusivas: Fique por Dentro | Hapvida,"Esteja sempre à frente, descubra serviços e atualizações em primeira mão do CCG Saúde. Acompanhe nossa evolução constante em busca da excelência para você.",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/novidades?page=5,2,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Novidades Exclusivas: Fique por Dentro | Hapvida,"Esteja sempre à frente, descubra serviços e atualizações em primeira mão do CCG Saúde. Acompanhe nossa evolução constante em busca da excelência para você.",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/novidades?page=6,2,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Novidades Exclusivas: Fique por Dentro | Hapvida,"Esteja sempre à frente, descubra serviços e atualizações em primeira mão do CCG Saúde. Acompanhe nossa evolução constante em busca da excelência para você.",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/novidades?page=7,2,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Novidades Exclusivas: Fique por Dentro | Hapvida,"Esteja sempre à frente, descubra serviços e atualizações em primeira mão do CCG Saúde. Acompanhe nossa evolução constante em busca da excelência para você.",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/novidades?page=8,2,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Novidades Exclusivas: Fique por Dentro | Hapvida,"Esteja sempre à frente, descubra serviços e atualizações em primeira mão do CCG Saúde. Acompanhe nossa evolução constante em busca da excelência para você.",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/novidades?page=9,2,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Novidades Exclusivas: Fique por Dentro | Hapvida,"Esteja sempre à frente, descubra serviços e atualizações em primeira mão do CCG Saúde. Acompanhe nossa evolução constante em busca da excelência para você.",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
https://ccgsaude.com.br/novidades?page=10,2,200,text/html; charset=UTF-8,200.0,text/html; charset=UTF-8,Novidades Exclusivas: Fique por Dentro | Hapvida,"Esteja sempre à frente, descubra serviços e atualizações em primeira mão do CCG Saúde. Acompanhe nossa evolução constante em busca da excelência para você.",,REQUESTS,pipeline_lean_v1.0,2025-06-15 13:01:31
